budget,genres,homepage,id,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
56000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,11358,"[{""id"": 585, ""name"": ""casino""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 1526, ""name"": ""home""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15218, ""name"": ""special forces""}, {""id"": 162380, ""name"": ""ex soldier""}]",en,23.438398,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Burke/Samples/Foster Productions"", ""id"": 23938}, {""name"": ""Cub Eight Productions"", ""id"": 23940}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/2/2004,57223890,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Walking Tall,6,381
55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,13,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 458, ""name"": ""hippie""}, {""id"": 791, ""name"": ""mentally disabled""}, {""id"": 795, ""name"": ""running""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 162365, ""name"": ""military""}, {""id"": 162934, ""name"": ""hugging""}, {""id"": 166980, ""name"": ""shrimping""}, {""id"": 180204, ""name"": ""wounded soldier""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 208143, ""name"": ""park bench""}, {""id"": 215492, ""name"": ""amputee""}]",en,138.133331,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/6/1994,677945399,142,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Forrest Gump,8.2,7927
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",http://www.chipmunks.com,6477,"[{""id"": 637, ""name"": ""pop""}, {""id"": 3490, ""name"": ""pop star""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 4902, ""name"": ""surprise""}, {""id"": 5310, ""name"": ""approach""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6706, ""name"": ""performance""}, {""id"": 10986, ""name"": ""chipmunk""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 33475, ""name"": ""songwriter""}, {""id"": 167625, ""name"": ""talking to animals""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,47.336034,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/2007,361366633,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Alvin and the Chipmunks,5.5,1177
55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,1597,"[{""id"": 591, ""name"": ""cia""}, {""id"": 822, ""name"": ""airport""}, {""id"": 977, ""name"": ""cat""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 3454, ""name"": ""orderly""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4604, ""name"": ""father-in-law""}, {""id"": 5599, ""name"": ""epistaxis""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5601, ""name"": ""lost baggage""}, {""id"": 5602, ""name"": ""urn""}, {""id"": 5604, ""name"": ""pavilion""}, {""id"": 5605, ""name"": ""volleyball""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13027, ""name"": ""wedding""}]",en,29.97224,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Nancy Tenenbaum Films"", ""id"": 41248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/6/2000,330444045,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet the Parents,6.6,1698
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,10530,"[{""id"": 1463, ""name"": ""culture clash""}, {""id"": 3591, ""name"": ""settler""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4542, ""name"": ""gold rush""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 160977, ""name"": ""virginia""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 173808, ""name"": ""reference to pizarro""}, {""id"": 173811, ""name"": ""jamestown virginia""}, {""id"": 173815, ""name"": ""pug dog""}, {""id"": 173823, ""name"": ""cross cultural relationship""}, {""id"": 173824, ""name"": ""musket""}, {""id"": 173825, ""name"": ""animate tree""}, {""id"": 180217, ""name"": ""indian chief""}, {""id"": 185343, ""name"": ""based on folk tale""}, {""id"": 207941, ""name"": ""17th century""}, {""id"": 208426, ""name"": ""shamanism""}, {""id"": 225547, ""name"": ""songs""}, {""id"": 230456, ""name"": ""indians vs. settlers""}, {""id"": 234183, ""name"": ""animal sidekick""}, {""id"": 234184, ""name"": ""powhatan""}, {""id"": 234185, ""name"": ""land claim""}]",en,47.845589,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/14/1995,346079773,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Pocahontas,6.7,1457
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,1924,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 34154, ""name"": ""north pole""}, {""id"": 156230, ""name"": ""midwest""}, {""id"": 163420, ""name"": ""kryptonite""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 193544, ""name"": ""save the day""}]",en,48.507081,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dovemead Films"", ""id"": 51861}, {""name"": ""Film Export A.G."", ""id"": 51862}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/1978,300218018,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Superman,6.9,1022
54000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",,9327,"[{""id"": 2064, ""name"": ""overweight""}, {""id"": 4539, ""name"": ""overweight man""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,20.28119,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/26/1996,128769345,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Nutty Professor,5.4,702
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,8488,"[{""id"": 7699, ""name"": ""speed date""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 13043, ""name"": ""dating""}]",en,34.576913,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/10/2005,368100420,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hitch,6.4,1665
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,10603,"[{""id"": 409, ""name"": ""africa""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 690, ""name"": ""gorilla""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 10787, ""name"": ""jungle""}]",en,22.573237,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mandeville Films"", ""id"": 10227}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/15/1997,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,George of the Jungle,5.4,496
55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,8273,"[{""id"": 772, ""name"": ""handcuffs""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 2874, ""name"": ""spanner""}, {""id"": 3405, ""name"": ""blow job""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 13027, ""name"": ""wedding""}]",en,36.194802,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""Loumolo & Co."", ""id"": 52942}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/2003,231449203,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,American Wedding,6,1129
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.captainphillipsmovie.com,109424,"[{""id"": 3799, ""name"": ""ship""}, {""id"": 4245, ""name"": ""hijacking""}, {""id"": 4265, ""name"": ""somalia""}, {""id"": 5420, ""name"": ""fisherman""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12987, ""name"": ""poverty""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 155238, ""name"": ""hijack""}, {""id"": 158022, ""name"": ""cargo ship""}, {""id"": 167843, ""name"": ""ship captain""}, {""id"": 195737, ""name"": ""ship hijacking""}, {""id"": 195739, ""name"": ""somali""}, {""id"": 195741, ""name"": ""commando unit""}]",en,52.786917,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/10/2013,95000000,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""so"", ""name"": ""Somali""}]",Released,Captain Phillips,7.6,2454
55000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.datenight-movie.com/,35056,"[{""id"": 248, ""name"": ""date""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1937, ""name"": ""document""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2405, ""name"": ""roof""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 7281, ""name"": ""shooting""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 11734, ""name"": ""police corruption""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,38.06168,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/8/2010,152263880,97,"[{""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Date Night,5.9,1122
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,8839,"[{""id"": 3335, ""name"": ""halloween""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 189449, ""name"": ""disorder""}, {""id"": 193545, ""name"": ""young heroes""}, {""id"": 202322, ""name"": ""imaginary""}, {""id"": 206813, ""name"": ""supernatural ability""}, {""id"": 206834, ""name"": ""mischievous children""}]",en,19.830132,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""The Harvey Entertainment Company"", ""id"": 11098}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/26/1995,287928194,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Casper,6,1019
55000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,156022,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15048, ""name"": ""teenage prostitute""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 162380, ""name"": ""ex soldier""}, {""id"": 163810, ""name"": ""faked death""}, {""id"": 167104, ""name"": ""loner""}, {""id"": 167164, ""name"": ""call girl""}, {""id"": 175056, ""name"": ""black ops""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 209525, ""name"": ""mysterious past""}]",en,79.922059,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Lonetree Entertainment"", ""id"": 41096}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/24/2014,192330738,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Equalizer,7.1,2954
55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.sonypictures.com/movies/maidinmanhattan/,7303,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 173277, ""name"": ""public relations""}, {""id"": 187791, ""name"": ""maid uniform""}, {""id"": 188755, ""name"": ""hotel clerk""}, {""id"": 220314, ""name"": ""wealth differences""}]",en,19.738215,"[{""name"": ""Red Om Films"", ""id"": 2455}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/2002,154906693,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Maid in Manhattan,5.6,485
53000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,8963,"[{""id"": 339, ""name"": ""submarine""}, {""id"": 1860, ""name"": ""mutiny""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 4123, ""name"": ""embassy""}, {""id"": 4410, ""name"": ""u.s. navy""}, {""id"": 4933, ""name"": ""battle for power""}, {""id"": 6791, ""name"": ""torpedo""}, {""id"": 162365, ""name"": ""military""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 217133, ""name"": ""post cold war""}, {""id"": 221092, ""name"": ""aircraft carrier""}, {""id"": 226740, ""name"": ""chain of command""}, {""id"": 226741, ""name"": ""launch code""}, {""id"": 226742, ""name"": ""sonar""}]",en,20.334629,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/12/1995,157387195,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Crimson Tide,7,498
55000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/homevideo/thepursuitofhappyness/,1402,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 992, ""name"": ""bus""}, {""id"": 2346, ""name"": ""worker""}, {""id"": 2981, ""name"": ""homelessness""}, {""id"": 3640, ""name"": ""work""}, {""id"": 4636, ""name"": ""church service""}, {""id"": 4671, ""name"": ""bad luck""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 10631, ""name"": ""stockbroker""}]",en,80.581367,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/14/2006,307077295,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,The Pursuit of Happyness,7.7,2525
55000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,9315,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4725, ""name"": ""baby-snatching""}]",en,32.05145,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/22/2005,223387299,98,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Flightplan,6.1,772
55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",,8984,"[{""id"": 6021, ""name"": ""employee""}, {""id"": 6282, ""name"": ""workplace""}, {""id"": 10850, ""name"": ""sexual harassment""}, {""id"": 34038, ""name"": ""intrigue""}]",en,15.064058,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/9/1994,214015089,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Disclosure,5.9,210
55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",,795,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 290, ""name"": ""angel""}, {""id"": 314, ""name"": ""life and death""}, {""id"": 1333, ""name"": ""desperation""}, {""id"": 1604, ""name"": ""operation""}, {""id"": 4116, ""name"": ""heaven""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 212760, ""name"": ""interspecies romance""}]",en,21.272734,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Monarchy Enterprises B.V."", ""id"": 676}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Taurus Film"", ""id"": 20555}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",4/10/1998,198685114,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,City of Angels,6.4,529
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",http://www.miramax.com/movie/kill-bill-volume-1/,24,"[{""id"": 233, ""name"": ""japan""}, {""id"": 732, ""name"": ""coma""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 1449, ""name"": ""underworld""}, {""id"": 1794, ""name"": ""yakuza""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10704, ""name"": ""female yakuza""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 18098, ""name"": ""samurai sword""}, {""id"": 193521, ""name"": ""part animation""}]",en,79.754966,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Super Cool ManChu"", ""id"": 39121}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/10/2003,180949000,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Kill Bill: Vol. 1,7.7,4949
55000000,"[{""id"": 35, ""name"": ""Comedy""}]",,11353,"[{""id"": 887, ""name"": ""film producer""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 10732, ""name"": ""movie studio""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 33490, ""name"": ""filmmaking""}, {""id"": 185482, ""name"": ""movie actress""}]",en,13.191829,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/12/1999,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bowfinger,6,254
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,393,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 1908, ""name"": ""katana""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 9457, ""name"": ""single""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,50.622607,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Super Cool ManChu"", ""id"": 39121}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/16/2004,152159461,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,Kill Bill: Vol. 2,7.6,3948
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,9618,"[{""id"": 1563, ""name"": ""prisoner""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 12670, ""name"": ""los angeles""}]",en,22.787667,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/22/1989,63408614,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tango & Cash,6.1,458
55000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",,9374,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 14752, ""name"": ""potion""}, {""id"": 15111, ""name"": ""drinking""}]",en,29.498304,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/30/1992,149022650,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Death Becomes Her,6.3,636
